COMUNE PROVENIENZA,STATO PROVENIENZA,PR PROVENIENZA,DATA
SAN DONÀ DI PIAVE,ITALIA,VE,2013-02-19
ERACLEA,ITALIA,VE,2002-08-13
MUSILE DI PIAVE,ITALIA,VE,2006-01-23
SAN DONÀ DI PIAVE,ITALIA,VE,2018-06-15
SAN PIETRO VERNOTICO,ITALIA,BR,2008-02-19
SAN DONÀ DI PIAVE,ITALIA,VE,2006-06-23
CAVALLINO-TREPORTI,ITALIA,VE,2007-03-19
SAN PIETRO VERNOTICO,ITALIA,BR,2002-08-06
SAN DONÀ DI PIAVE,ITALIA,VE,2018-01-17
SAN PIETRO VERNOTICO,ITALIA,BR,2012-08-27
SAN PIETRO VERNOTICO,ITALIA,BR,2014-07-16
SAN DONÀ DI PIAVE,ITALIA,VE,2015-01-23
SANTO STINO DI LIVENZA,ITALIA,VE,2006-08-09
VITTORIO VENETO,ITALIA,TV,2018-02-03
SAN DONÀ DI PIAVE,ITALIA,VE,2013-10-02
SAN DONÀ DI PIAVE,ITALIA,VE,2003-12-15
POVEGLIANO,ITALIA,TV,2003-10-18
MUSILE DI PIAVE,ITALIA,VE,2010-10-08
MUSILE DI PIAVE,ITALIA,VE,2010-10-08
MUSILE DI PIAVE,ITALIA,VE,2010-10-08
SAN DONÀ DI PIAVE,ITALIA,VE,2006-07-30
SAN DONÀ DI PIAVE,ITALIA,VE,2003-12-05
SAN DONÀ DI PIAVE,ITALIA,VE,2006-08-29
LECCE,ITALIA,LE,2008-01-03
JESOLO,ITALIA,VE,2009-12-29
SAN DONÀ DI PIAVE,ITALIA,VE,2000-10-19
SAN DONÀ DI PIAVE,ITALIA,VE,2011-10-27
SAN DONÀ DI PIAVE,ITALIA,VE,2010-07-30
SAN DONÀ DI PIAVE,ITALIA,VE,2002-07-03
FIESSO D'ARTICO,ITALIA,VE,2006-12-07
NOVENTA DI PIAVE,ITALIA,VE,2001-12-21
MUSILE DI PIAVE,ITALIA,VE,2015-06-05
SAN DONÀ DI PIAVE,ITALIA,VE,2011-07-19
SALGAREDA,ITALIA,TV,2002-06-18
CAORLE,ITALIA,VE,2010-08-04
SPRESIANO,ITALIA,TV,2010-08-03
NOVENTA DI PIAVE,ITALIA,VE,2005-07-05
PONTE DI PIAVE,ITALIA,TV,2020-01-15
SALGAREDA,ITALIA,TV,2020-10-13
PORDENONE,ITALIA,PN,2019-01-04
SAN DONÀ DI PIAVE,ITALIA,VE,2007-03-16
SAN DONÀ DI PIAVE,ITALIA,VE,2013-05-06
ERACLEA,ITALIA,VE,2014-12-31
SAN DONÀ DI PIAVE,ITALIA,VE,2011-09-28
SPILIMBERGO,ITALIA,PN,2013-01-23
ERACLEA,ITALIA,VE,2010-09-09
SAN DONÀ DI PIAVE,ITALIA,VE,2005-12-25
MUSILE DI PIAVE,ITALIA,VE,2015-03-11
SAN DONÀ DI PIAVE,ITALIA,VE,2000-12-05
SPINEA,ITALIA,VE,2001-12-29
,BRASILE,,2003-03-17
SAN DONÀ DI PIAVE,ITALIA,VE,2009-01-09
SAN DONÀ DI PIAVE,ITALIA,VE,2006-06-26
MOLFETTA,ITALIA,BA,2017-12-15
CASIER,ITALIA,TV,2006-11-11
SAN DONÀ DI PIAVE,ITALIA,VE,2007-08-07
SAN DONÀ DI PIAVE,ITALIA,VE,2007-08-07
CASALE SUL SILE,ITALIA,TV,2004-06-11
PORTO SANT'ELPIDIO,ITALIA,FM,2020-09-02
MURO LECCESE,ITALIA,LE,2006-01-14
PORTO SANT'ELPIDIO,ITALIA,FM,2020-09-02
MURO LECCESE,ITALIA,LE,2006-01-14
SAN DONÀ DI PIAVE,ITALIA,VE,2006-08-17
NOVENTA DI PIAVE,ITALIA,VE,2004-01-10
SAN DONÀ DI PIAVE,ITALIA,VE,2010-12-18
NOVENTA DI PIAVE,ITALIA,VE,2007-10-11
ERACLEA,ITALIA,VE,2002-10-01
SAN DONÀ DI PIAVE,ITALIA,VE,2013-01-11
SAN DONÀ DI PIAVE,ITALIA,VE,2015-07-06
NOVENTA DI PIAVE,ITALIA,VE,2014-03-19
SAN DONÀ DI PIAVE,ITALIA,VE,2002-09-02
JESOLO,ITALIA,VE,2005-04-29
ERACLEA,ITALIA,VE,2002-10-01
ERACLEA,ITALIA,VE,2002-10-01
SAN DONÀ DI PIAVE,ITALIA,VE,2008-01-29
JESOLO,ITALIA,VE,2005-04-29
JESOLO,ITALIA,VE,2020-08-31
MUSILE DI PIAVE,ITALIA,VE,2014-09-09
NOVENTA DI PIAVE,ITALIA,VE,2001-02-19
FOSSALTA DI PIAVE,ITALIA,VE,2020-07-17
SAN DONÀ DI PIAVE,ITALIA,VE,2006-06-18
NOVENTA DI PIAVE,ITALIA,VE,2020-11-18
SAN DONÀ DI PIAVE,ITALIA,VE,2006-11-08
MUSILE DI PIAVE,ITALIA,VE,2004-08-17
SAN DONÀ DI PIAVE,ITALIA,VE,2004-10-17
SAN DONÀ DI PIAVE,ITALIA,VE,2007-01-25
ERACLEA,ITALIA,VE,2004-05-15
MUSILE DI PIAVE,ITALIA,VE,2004-08-17
ERACLEA,ITALIA,VE,2018-05-19
MUSILE DI PIAVE,ITALIA,VE,2004-08-17
MUSILE DI PIAVE,ITALIA,VE,2002-06-11
NOVENTA DI PIAVE,ITALIA,VE,2002-08-01
JESOLO,ITALIA,VE,2020-08-03
MUSILE DI PIAVE,ITALIA,VE,2004-08-17
NOVENTA DI PIAVE,ITALIA,VE,2013-09-23
MOTTA DI LIVENZA,ITALIA,TV,2013-08-19
SAN DONÀ DI PIAVE,ITALIA,VE,2001-12-10
SAN DONÀ DI PIAVE,ITALIA,VE,2005-06-04
SAN DONÀ DI PIAVE,ITALIA,VE,2001-06-04
PRAMAGGIORE,ITALIA,VE,2012-09-20
MOLFETTA,ITALIA,BA,2020-03-21
CAORLE,ITALIA,VE,2008-06-10
VENEZIA,ITALIA,VE,2006-01-02
SAN DONÀ DI PIAVE,ITALIA,VE,2011-11-11
VENEZIA,ITALIA,VE,2005-04-07
MUSILE DI PIAVE,ITALIA,VE,2017-01-16
TORINO,ITALIA,TO,2019-03-16
SAN DONÀ DI PIAVE,ITALIA,VE,2006-11-16
MOTTA DI LIVENZA,ITALIA,TV,2004-10-23
BATTIPAGLIA,ITALIA,SA,2019-09-07
SAN PIETRO VERNOTICO,ITALIA,BR,2016-11-21
ZENSON DI PIAVE,ITALIA,TV,2017-04-04
GALLARATE,ITALIA,VA,2017-09-22
SAN PIETRO VERNOTICO,ITALIA,BR,2005-01-11
ZENSON DI PIAVE,ITALIA,TV,2017-05-03
CHIARANO,ITALIA,TV,2017-02-23
SAN DONÀ DI PIAVE,ITALIA,VE,2015-03-05
ANNONE VENETO,ITALIA,VE,2018-04-28
PREGANZIOL,ITALIA,TV,2006-06-01
VENEZIA,ITALIA,VE,2012-06-13
MILANO,ITALIA,MI,2017-01-17
MESTRINO,ITALIA,PD,2019-06-17
SAN DONÀ DI PIAVE,ITALIA,VE,2017-12-15
JESOLO,ITALIA,VE,2017-06-05
MUSILE DI PIAVE,ITALIA,VE,2016-10-12
SALSOMAGGIORE TERME,ITALIA,PR,2014-07-21
SAN DONÀ DI PIAVE,ITALIA,VE,2004-03-08
ERACLEA,ITALIA,VE,2003-05-27
ERACLEA,ITALIA,VE,2002-08-28
ERACLEA,ITALIA,VE,2003-04-19
MARCON,ITALIA,VE,2003-05-10
,REGNO UNITO,,2019-03-02
DIZZASCO,ITALIA,CO,2018-12-21
SINNAI,ITALIA,CA,2017-04-27
,GERMANIA,,2013-05-31
ERACLEA,ITALIA,VE,2003-01-20
CAORLE,ITALIA,VE,2002-10-18
MUSILE DI PIAVE,ITALIA,VE,2009-08-24
SAN DONÀ DI PIAVE,ITALIA,VE,2018-07-03
SAN STINO DI LIVENZA,ITALIA,VE,2019-07-13
MUSILE DI PIAVE,ITALIA,VE,2009-08-24
SAN DONÀ DI PIAVE,ITALIA,VE,2004-03-31
SAN DONÀ DI PIAVE,ITALIA,VE,2004-10-11
SAN DONÀ DI PIAVE,ITALIA,VE,2012-03-02
SALGAREDA,ITALIA,TV,2002-06-18
NOVENTA DI PIAVE,ITALIA,VE,2005-07-05
SAN DONÀ DI PIAVE,ITALIA,VE,2015-04-24
SAN DONÀ DI PIAVE,ITALIA,VE,2013-08-26
SAN DONÀ DI PIAVE,ITALIA,VE,2010-08-06
SAN DONÀ DI PIAVE,ITALIA,VE,2000-10-16
MUSILE DI PIAVE,ITALIA,VE,2004-01-09
SAN DONÀ DI PIAVE,ITALIA,VE,2002-11-13
SAN STINO DI LIVENZA,ITALIA,VE,2019-07-13
MUSILE DI PIAVE,ITALIA,VE,2018-06-19
MUSILE DI PIAVE,ITALIA,VE,2009-08-24
SAN DONÀ DI PIAVE,ITALIA,VE,2008-09-28
SAN DONÀ DI PIAVE,ITALIA,VE,2000-03-03
SAN DONÀ DI PIAVE,ITALIA,VE,2019-02-06
SAN DONÀ DI PIAVE,ITALIA,VE,2006-05-11
SAN DONÀ DI PIAVE,ITALIA,VE,2017-09-04
SAN BIAGIO DI CALLALTA,ITALIA,TV,2020-06-30
MUSILE DI PIAVE,ITALIA,VE,2008-12-23
MADDALONI,ITALIA,CE,2013-05-10
CASTELDACCIA,ITALIA,PA,2014-09-06
MARSALA,ITALIA,TP,2014-07-04
,GERMANIA,,2017-02-09
SERNAGLIA DELLA BATTAGLIA,ITALIA,TV,2016-02-24
SAN DONÀ DI PIAVE,ITALIA,VE,2001-03-26
SAN DONÀ DI PIAVE,ITALIA,VE,2014-06-18
MUSILE DI PIAVE,ITALIA,VE,2009-12-16
SAN DONÀ DI PIAVE,ITALIA,VE,2016-10-14
MUSILE DI PIAVE,ITALIA,VE,2011-08-17
SAN DONÀ DI PIAVE,ITALIA,VE,2012-08-06
MUSILE DI PIAVE,ITALIA,VE,2011-08-17
JESOLO,ITALIA,VE,2018-09-26
ERACLEA,ITALIA,VE,2017-06-30
VENEZIA,ITALIA,VE,2012-04-27
ODERZO,ITALIA,TV,2018-07-12
NOVENTA DI PIAVE,ITALIA,VE,2006-05-27
NOVENTA DI PIAVE,ITALIA,VE,2006-05-27
NOVENTA DI PIAVE,ITALIA,VE,2009-05-12
,ROMANIA,,2008-10-18
SAN DONÀ DI PIAVE,ITALIA,VE,2016-09-03
SAN DONÀ DI PIAVE,ITALIA,VE,2015-07-21
,ROMANIA,,2015-03-12
,VENEZUELA,,2005-03-11
JESOLO,ITALIA,VE,2018-02-01
SAN DONÀ DI PIAVE,ITALIA,VE,2000-04-08
JESOLO,ITALIA,VE,2001-08-20
SAN DONÀ DI PIAVE,ITALIA,VE,2014-01-14
JESOLO,ITALIA,VE,2001-08-20
SAN DONÀ DI PIAVE,ITALIA,VE,2004-04-20
MUSILE DI PIAVE,ITALIA,VE,2016-02-24
SAN DONÀ DI PIAVE,ITALIA,VE,2002-03-17
SAN DONÀ DI PIAVE,ITALIA,VE,2003-10-10
SAN DONÀ DI PIAVE,ITALIA,VE,2007-04-21
SAN DONÀ DI PIAVE,ITALIA,VE,2003-06-11
SAN DONÀ DI PIAVE,ITALIA,VE,2008-05-16
SAN DONÀ DI PIAVE,ITALIA,VE,2006-06-17
MUSILE DI PIAVE,ITALIA,VE,2016-12-17
MUSILE DI PIAVE,ITALIA,VE,2016-12-17
MUSILE DI PIAVE,ITALIA,VE,2016-12-17
,ALBANIA,,2007-09-18
CAPURSO,ITALIA,BA,2010-11-16
ERACLEA,ITALIA,VE,2000-06-14
PASIAN DI PRATO,ITALIA,UD,2016-02-11
MILANO,ITALIA,MI,2008-06-30
SAN DONÀ DI PIAVE,ITALIA,VE,2012-01-02
VICENZA,ITALIA,VI,2011-04-12
SAN DONÀ DI PIAVE,ITALIA,VE,2001-09-19
VENEZIA,ITALIA,VE,2017-05-06
CAVALLINO-TREPORTI,ITALIA,VE,2020-07-29
SAN DONÀ DI PIAVE,ITALIA,VE,2001-09-19
VENEZIA,ITALIA,VE,2004-04-23
SAN DONÀ DI PIAVE,ITALIA,VE,2012-03-19
MUSILE DI PIAVE,ITALIA,VE,2013-02-05
,UCRAINA,,2010-04-14
SAN DONÀ DI PIAVE,ITALIA,VE,2004-10-17
PRAMAGGIORE,ITALIA,VE,2002-03-23
TRICASE,ITALIA,LE,2015-08-31
TRICASE,ITALIA,LE,2015-08-31
TRICASE,ITALIA,LE,2015-08-31
LOZZO DI CADORE,ITALIA,BL,2019-06-11
SAN DONÀ DI PIAVE,ITALIA,VE,2019-06-27
PORTOGRUARO,ITALIA,VE,2014-12-03
JESOLO,ITALIA,VE,2000-03-02
SAN DONÀ DI PIAVE,ITALIA,VE,2012-05-14
SAN DONÀ DI PIAVE,ITALIA,VE,2002-03-24
JESOLO,ITALIA,VE,2000-03-02
ANGRI,ITALIA,SA,2020-10-20
ERACLEA,ITALIA,VE,2014-01-08
SAN DONÀ DI PIAVE,ITALIA,VE,2017-11-15
,REPUBBLICA DOMINICANA,,2014-01-09
SAN DONÀ DI PIAVE,ITALIA,VE,2005-03-23
GORIZIA,ITALIA,GO,2004-06-21
CESANO BOSCONE,ITALIA,MI,2006-07-06
,REPUBBLICA DOMINICANA,,2020-01-29
JESOLO,ITALIA,VE,2002-01-30
MOLA DI BARI,ITALIA,BA,2017-11-10
TIRANO,ITALIA,SO,2008-01-30
CESSALTO,ITALIA,TV,2019-03-15
SAN DONÀ DI PIAVE,ITALIA,VE,2012-03-22
CAORLE,ITALIA,VE,2007-10-05
MEOLO,ITALIA,VE,2004-08-04
MERCOGLIANO,ITALIA,AV,2020-06-15
SAN DONÀ DI PIAVE,ITALIA,VE,2009-11-04
FOSSALTA DI PIAVE,ITALIA,VE,2016-09-01
VITTORIO VENETO,ITALIA,TV,2013-04-26
PADOVA,ITALIA,PD,2006-05-06
TRIVIGNANO UDINESE,ITALIA,UD,2010-03-19
VENEZIA,ITALIA,VE,2009-11-18
CIVEZZANO,ITALIA,TN,2008-07-15
MIRA,ITALIA,VE,2018-07-26
ERACLEA,ITALIA,VE,2011-07-11
SAN DONÀ DI PIAVE,ITALIA,VE,2000-03-10
SAN DONÀ DI PIAVE,ITALIA,VE,2004-08-20
CEGGIA,ITALIA,VE,2018-04-26
FOSSALTA DI PIAVE,ITALIA,VE,2004-04-20
ELLO,ITALIA,LC,2017-11-06
CAORLE,ITALIA,VE,2009-02-02
MUSILE DI PIAVE,ITALIA,VE,2005-11-03
MUSILE DI PIAVE,ITALIA,VE,2005-11-03
,UCRAINA,,2010-11-06
,UCRAINA,,2012-04-04
,ALBANIA,,2010-04-29
MEOLO,ITALIA,VE,2018-04-10
MEOLO,ITALIA,VE,2001-07-28
ROSORA,ITALIA,AN,2006-10-21
SAN DONÀ DI PIAVE,ITALIA,VE,2011-03-16
SAN DONÀ DI PIAVE,ITALIA,VE,2016-12-22
,ALBANIA,,2010-02-08
PALERMO,ITALIA,PA,2012-12-03
CESSALTO,ITALIA,TV,2009-12-11
SAN DONÀ DI PIAVE,ITALIA,VE,2006-09-09
,REPUBBLICA POPOLARE CINESE,,2007-10-24
MORSANO AL TAGLIAMENTO,ITALIA,PN,2004-11-17
MUSILE DI PIAVE,ITALIA,VE,2018-06-29
SAN DONÀ DI PIAVE,ITALIA,VE,2006-09-09
MORSANO AL TAGLIAMENTO,ITALIA,PN,2004-11-17
NOVENTA DI PIAVE,ITALIA,VE,2016-11-05
SAN DONÀ DI PIAVE,ITALIA,VE,2009-05-06
SALGAREDA,ITALIA,TV,2008-04-15
SALGAREDA,ITALIA,TV,2008-04-15
MUSILE DI PIAVE,ITALIA,VE,2009-06-23
MUSILE DI PIAVE,ITALIA,VE,2009-06-23
,NUOVA ZELANDA,,2019-08-17
SAN DONÀ DI PIAVE,ITALIA,VE,2007-10-17
SAN DONÀ DI PIAVE,ITALIA,VE,2004-06-12
,REPUBBLICA CECA,,2019-10-23
SAN DONÀ DI PIAVE,ITALIA,VE,2003-09-07
SAN DONÀ DI PIAVE,ITALIA,VE,2015-04-15
ERACLEA,ITALIA,VE,2013-06-03
VENEZIA,ITALIA,VE,2002-02-12
SAN DONÀ DI PIAVE,ITALIA,VE,2017-06-10
SAN DONÀ DI PIAVE,ITALIA,VE,2001-01-16
SAN DONÀ DI PIAVE,ITALIA,VE,2015-01-20
SAN DONÀ DI PIAVE,ITALIA,VE,2010-12-26
GENOVA,ITALIA,GE,2009-12-17
,ROMANIA,,2018-01-26
SAN DONÀ DI PIAVE,ITALIA,VE,2006-05-29
SAN DONÀ DI PIAVE,ITALIA,VE,2010-05-19
BIANDRONNO,ITALIA,VA,2013-12-23
BIANDRONNO,ITALIA,VA,2013-12-23
BIANDRONNO,ITALIA,VA,2013-12-23
BIANDRONNO,ITALIA,VA,2013-12-23
CERVIGNANO DEL FRIULI,ITALIA,UD,2019-03-18
SAN DONÀ DI PIAVE,ITALIA,VE,2009-06-30
CAVE,ITALIA,RM,2002-09-09
SAN DONÀ DI PIAVE,ITALIA,VE,2011-05-24
,ALBANIA,,2010-12-27
BARI,ITALIA,BA,2000-03-17
NOVENTA DI PIAVE,ITALIA,VE,2017-08-29
SAN DONÀ DI PIAVE,ITALIA,VE,2017-09-04
,MACEDONIA DEL NORD,,2017-06-14
,MACEDONIA DEL NORD,,2018-01-09
,MACEDONIA DEL NORD,,2016-11-25
NOVENTA DI PIAVE,ITALIA,VE,2017-01-19
SAN DONÀ DI PIAVE,ITALIA,VE,2020-04-22
,ROMANIA,,2010-03-12
IGLESIAS,ITALIA,CI,2016-04-04
SAN GIOVANNI SUERGIU,ITALIA,CA,2004-11-24
CISON DI VALMARINO,ITALIA,TV,2004-11-02
MEOLO,ITALIA,VE,2009-05-08
SAN DONÀ DI PIAVE,ITALIA,VE,2003-08-12
,BANGLADESH,,2019-05-11
MEOLO,ITALIA,VE,2019-05-11
SAN DONÀ DI PIAVE,ITALIA,VE,2018-07-02
,BANGLADESH,,2019-11-22
,BANGLADESH,,2017-06-03
NOVENTA DI PIAVE,ITALIA,VE,2009-08-29
,BANGLADESH,,2012-05-29
,BANGLADESH,,2016-12-30
,BANGLADESH,,2016-12-30
SAN DONÀ DI PIAVE,ITALIA,VE,2012-03-07
SAN DONÀ DI PIAVE,ITALIA,VE,2016-10-31
SAN DONÀ DI PIAVE,ITALIA,VE,2012-03-08
MUSILE DI PIAVE,ITALIA,VE,2000-03-11
MUSILE DI PIAVE,ITALIA,VE,2005-11-19
,BANGLADESH,,2012-09-22
,BANGLADESH,,2016-05-03
SAN DONÀ DI PIAVE,ITALIA,VE,2014-08-08
SAN DONÀ DI PIAVE,ITALIA,VE,2015-08-20
SAN DONÀ DI PIAVE,ITALIA,VE,2017-07-31
,BANGLADESH,,2011-06-14
MUSILE DI PIAVE,ITALIA,VE,2006-10-21
SAN DONÀ DI PIAVE,ITALIA,VE,2018-03-17
,BANGLADESH,,2014-01-11
MUSILE DI PIAVE,ITALIA,VE,2006-10-21
,BANGLADESH,,2010-02-20
SAN DONÀ DI PIAVE,ITALIA,VE,2014-10-11
SAN DONÀ DI PIAVE,ITALIA,VE,2016-04-12
SAN DONÀ DI PIAVE,ITALIA,VE,2018-06-23
SAN DONÀ DI PIAVE,ITALIA,VE,2018-06-19
SAN DONÀ DI PIAVE,ITALIA,VE,2014-06-18
SAN DONÀ DI PIAVE,ITALIA,VE,2013-03-25
SAN DONÀ DI PIAVE,ITALIA,VE,2007-01-31
SAN DONÀ DI PIAVE,ITALIA,VE,2014-01-07
,BANGLADESH,,2009-07-17
CEGGIA,ITALIA,VE,2010-10-16
MUSILE DI PIAVE,ITALIA,VE,2011-12-27
,ALBANIA,,2017-04-08
,ALBANIA,,2019-10-28
,ALBANIA,,2018-02-06
,ALBANIA,,2018-02-06
PORTOGRUARO,ITALIA,VE,2014-07-09
PORTOGRUARO,ITALIA,VE,2014-07-09
MEOLO,ITALIA,VE,2016-03-08
CHIETI,ITALIA,CH,2007-02-13
MUSILE DI PIAVE,ITALIA,VE,2007-10-31
AVEZZANO,ITALIA,AQ,2020-02-04
NOVENTA DI PIAVE,ITALIA,VE,2000-03-14
FRANCOLISE,ITALIA,CE,2002-08-26
EBOLI,ITALIA,SA,2019-03-19
MUSILE DI PIAVE,ITALIA,VE,2019-07-03
LICATA,ITALIA,AG,2010-05-15
LIBRIZZI,ITALIA,ME,2009-04-18
PAESE,ITALIA,TV,2015-12-10
SAN DONÀ DI PIAVE,ITALIA,VE,2015-12-19
CAMPAGNA LUPIA,ITALIA,VE,2009-09-29
BAIA E LATINA,ITALIA,CE,2015-10-28
PATERNOPOLI,ITALIA,AV,2019-04-17
PORTOGRUARO,ITALIA,VE,2011-03-10
SAN DONÀ DI PIAVE,ITALIA,VE,2015-04-12
MIRA,ITALIA,VE,2018-04-04
MONTESILVANO,ITALIA,PE,2014-11-11
NAPOLI,ITALIA,NA,2020-06-11
MUSILE DI PIAVE,ITALIA,VE,2012-07-02
SAN DONÀ DI PIAVE,ITALIA,VE,2014-03-16
MUSILE DI PIAVE,ITALIA,VE,2006-01-04
MUSILE DI PIAVE,ITALIA,VE,2012-07-02
SAN DONÀ DI PIAVE,ITALIA,VE,2008-10-03
MUSILE DI PIAVE,ITALIA,VE,2012-07-02
ERACLEA,ITALIA,VE,2007-10-12
MUSILE DI PIAVE,ITALIA,VE,2019-07-03
JESOLO,ITALIA,VE,2001-04-27
SAN DONÀ DI PIAVE,ITALIA,VE,2008-02-19
SAN DONÀ DI PIAVE,ITALIA,VE,2003-03-01
PALERMO,ITALIA,PA,2019-10-21
SAN DONÀ DI PIAVE,ITALIA,VE,2020-09-27
SAN DONÀ DI PIAVE,ITALIA,VE,2011-10-04
MUSILE DI PIAVE,ITALIA,VE,2020-06-25
SAN DONÀ DI PIAVE,ITALIA,VE,2013-07-25
SAN DONÀ DI PIAVE,ITALIA,VE,2013-05-06
FRANCOLISE,ITALIA,CE,2000-07-29
SAN DONÀ DI PIAVE,ITALIA,VE,2008-11-10
SAN DONÀ DI PIAVE,ITALIA,VE,2005-07-14
SAN DONÀ DI PIAVE,ITALIA,VE,2014-09-30
SAN DONÀ DI PIAVE,ITALIA,VE,2020-04-19
SAN DONÀ DI PIAVE,ITALIA,VE,2013-12-18
MUSILE DI PIAVE,ITALIA,VE,2002-12-23
SANTO STINO DI LIVENZA,ITALIA,VE,2005-11-05
MUSILE DI PIAVE,ITALIA,VE,2016-06-21
VENEZIA,ITALIA,VE,2007-06-26
VENEZIA,ITALIA,VE,2007-06-26
VENEZIA,ITALIA,VE,2007-06-26
VENEZIA,ITALIA,VE,2007-06-26
SAN DONÀ DI PIAVE,ITALIA,VE,2006-09-25
SAN DONÀ DI PIAVE,ITALIA,VE,2010-10-12
PALERMO,ITALIA,PA,2018-08-23
PORTICI,ITALIA,NA,2020-07-09
ACI CATENA,ITALIA,CT,2020-02-12
AQUINO,ITALIA,FR,2020-07-22
SAN DONÀ DI PIAVE,ITALIA,VE,2001-08-31
NOLA,ITALIA,NA,2009-01-10
SAN DONÀ DI PIAVE,ITALIA,VE,2009-04-09
DIGNANO,ITALIA,UD,2003-06-20
TRIESTE,ITALIA,TS,2018-01-18
MUSILE DI PIAVE,ITALIA,VE,2000-02-11
MELITO DI NAPOLI,ITALIA,NA,2017-07-29
MUSILE DI PIAVE,ITALIA,VE,2003-09-11
MILANO,ITALIA,MI,2011-02-21
,REGNO UNITO,,2010-07-01
MUSILE DI PIAVE,ITALIA,VE,2003-09-11
MUSILE DI PIAVE,ITALIA,VE,2003-09-11
MUSILE DI PIAVE,ITALIA,VE,2003-09-11
NOVENTA DI PIAVE,ITALIA,VE,2017-11-17
NOVENTA DI PIAVE,ITALIA,VE,2000-10-20
CAVALLINO-TREPORTI,ITALIA,VE,2010-08-20
BRACCIANO,ITALIA,RM,2018-11-23
ERACLEA,ITALIA,VE,2003-12-05
SAN DONÀ DI PIAVE,ITALIA,VE,2005-04-26
MEOLO,ITALIA,VE,2013-10-02
SAN DONÀ DI PIAVE,ITALIA,VE,2017-10-01
COMISO,ITALIA,RG,2017-08-31
MUSILE DI PIAVE,ITALIA,VE,2018-11-02
TRAMUTOLA,ITALIA,PZ,2003-10-23
SAN DONÀ DI PIAVE,ITALIA,VE,2006-12-11
SANT'ARSENIO,ITALIA,SA,2015-12-29
NOVENTA DI PIAVE,ITALIA,VE,2003-03-19
SAN DONÀ DI PIAVE,ITALIA,VE,2004-05-19
TARZO,ITALIA,TV,2019-09-30
SAN DONÀ DI PIAVE,ITALIA,VE,2007-04-24
ERACLEA,ITALIA,VE,2011-05-14
SAN DONÀ DI PIAVE,ITALIA,VE,2014-11-21
SAN DONÀ DI PIAVE,ITALIA,VE,2012-01-29
ERACLEA,ITALIA,VE,2002-04-17
ERACLEA,ITALIA,VE,2002-04-17
ERACLEA,ITALIA,VE,2013-04-06
ERACLEA,ITALIA,VE,2013-04-06
SAN DONÀ DI PIAVE,ITALIA,VE,2019-11-20
ERACLEA,ITALIA,VE,2013-04-06
SAN DONÀ DI PIAVE,ITALIA,VE,2019-11-20
NOVA MILANESE,ITALIA,MB,2019-04-08
CORLEONE,ITALIA,PA,2017-08-23
COLLE SAN MAGNO,ITALIA,FR,2019-10-02
ACERRA,ITALIA,NA,2018-05-28
MUSILE DI PIAVE,ITALIA,VE,2014-05-28
,REGNO UNITO,,2003-05-12
SPIGNO SATURNIA,ITALIA,LT,2016-12-05
SPIGNO SATURNIA,ITALIA,LT,2016-12-05
SPIGNO SATURNIA,ITALIA,LT,2016-12-05
CAIVANO,ITALIA,NA,2019-01-12
BOLOGNETTA,ITALIA,PA,2003-08-02
SAN DONÀ DI PIAVE,ITALIA,VE,2013-10-22
NOVENTA DI PIAVE,ITALIA,VE,2013-01-31
NOVENTA DI PIAVE,ITALIA,VE,2013-02-06
CONCA DELLA CAMPANIA,ITALIA,CE,2011-09-10
CONCA DELLA CAMPANIA,ITALIA,CE,2011-09-10
CONCA DELLA CAMPANIA,ITALIA,CE,2011-09-10
BOSCOTRECASE,ITALIA,NA,2019-12-10
CAPACCIO PAESTUM,ITALIA,SA,2019-01-29
ANGRI,ITALIA,SA,2020-10-20
ROMA,ITALIA,RM,2009-04-28
LIZZANO,ITALIA,TA,2001-06-16
SCHIO,ITALIA,VI,2014-01-15
SCHIO,ITALIA,VI,2014-01-15
SCHIO,ITALIA,VI,2014-01-15
CASTELLAMMARE DI STABIA,ITALIA,NA,2016-10-13
RUVO DI PUGLIA,ITALIA,BA,2009-01-08
RUVO DI PUGLIA,ITALIA,BA,2009-01-08
RUVO DI PUGLIA,ITALIA,BA,2009-01-08
JESOLO,ITALIA,VE,2000-05-20
SAN DONÀ DI PIAVE,ITALIA,VE,2006-10-03
JESOLO,ITALIA,VE,2016-07-05
SAN DONÀ DI PIAVE,ITALIA,VE,2000-08-01
SAN DONÀ DI PIAVE,ITALIA,VE,2006-08-14
JESOLO,ITALIA,VE,2003-04-09
SAN DONÀ DI PIAVE,ITALIA,VE,2014-12-26
SAN DONÀ DI PIAVE,ITALIA,VE,2007-09-11
PALERMO,ITALIA,PA,2006-11-21
PALERMO,ITALIA,PA,2006-11-21
SAN DONÀ DI PIAVE,ITALIA,VE,2015-01-28
VENEZIA,ITALIA,VE,2009-09-08
SAN STINO DI LIVENZA,ITALIA,VE,2019-07-24
SAN DONÀ DI PIAVE,ITALIA,VE,2019-02-22
ERACLEA,ITALIA,VE,2016-06-29
ERACLEA,ITALIA,VE,2016-06-29
,GUINEA,,2018-02-27
,COSTA D'AVORIO,,2017-07-06
,FRANCIA,,2018-09-08
,GUINEA,,2018-05-23
SEGRATE,ITALIA,MI,2017-03-07
CATANIA,ITALIA,CT,2016-11-02
JESOLO,ITALIA,VE,2020-11-09
ERACLEA,ITALIA,VE,2006-10-04
FERRARA,ITALIA,FE,2001-01-03
